ID_POSTE,ID_IP,CIDADE,TIPO_LAMPADA,POTENCIA_W,RELE_INDIVIDUAL,UC_AGRUPADORA,UTM_X,UTM_Y,LONGITUDE,LATITUDE
6457883.0,22442525,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579670,7478421,-50.22374779891649,-22.79990743599449
6457884.0,22442526,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579680,7478448,-50.22365175366311,-22.7996630749846
6457694.0,22442527,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579662,7478350,-50.223822108588,-22.8005491471147
5741592.0,22442528,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579728,7478323,-50.2231777081786,-22.8007899025634
6457692.0,22442529,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579762,7478308,-50.22284568760431,-22.8009237810594
6457691.0,22442530,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579794,7478296,-50.2225333055756,-22.8010306553378
6457696.0,22442531,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579783,7478319,-50.2226416538895,-22.8008234225591
6457697.0,22442532,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,579792,7478340,-50.22255504534009,-22.8006333054769
5446561.0,22442533,PALMITAL,Chave,3.5,Não,2100636,580241,7479285,-50.2182292502043,-22.7920758900267
5129351.0,22442534,PALMITAL,Chave,3.5,Não,2100636,579632,7479200,-50.22415784124231,-22.7928726505187
5440178.0,22442535,PALMITAL,Chave,3.5,Não,2100636,579449,7479056,-50.2259333132931,-22.7941820433404
6172872.0,22442536,PALMITAL,Chave,3.5,Não,2100636,579857,7478883,-50.2219496082544,-22.7957253848247
5447703.0,22442537,PALMITAL,Chave,3.5,Não,2100636,579125,7479705,-50.2291227600704,-22.7883350034462
5446034.0,22442538,PALMITAL,Chave,3.5,Não,2100636,579412,7479835,-50.2263334753353,-22.7871471964266
6172848.0,22442539,PALMITAL,Chave,3.5,Não,2100636,580160,7479530,-50.219030962514,-22.789866709516
5765502.0,22442540,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580086,7479114,-50.2197304844677,-22.793627899588
5857125.0,22442541,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580985,7478969,-50.2109647202887,-22.794894572382
5691424.0,22442542,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580628,7478658,-50.2144266154176,-22.7977209495814
6438105.0,22442543,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580649,7478651,-50.2142216609548,-22.7977831713942
5691423.0,22442544,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580604,7478666,-50.2146608488709,-22.7976498386087
6173024.0,22442545,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580890,7479608,-50.2119234086033,-22.7891271734004
6173025.0,22442546,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580900,7479633,-50.2118272877627,-22.7889008713989
6173026.0,22442547,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580909,7479657,-50.2117408571424,-22.788683650308
5447722.0,22442548,PALMITAL,Led,100.0,Sim,2100636,580869,7479558,-50.2121253930994,-22.7895798253534
6173027.0,22442549,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580917,7479677,-50.2116639609189,-22.78850260862709
6173027.0,22442550,PALMITAL,Vapor Metálico,250.0,Não,2100636,580917,7479677,-50.2116639609189,-22.78850260862709
5447271.0,22442551,PALMITAL,Vapor Metálico,250.0,Sim,2100636,580921,7479647,-50.2116234359502,-22.7887734008947
5447030.0,22442552,PALMITAL,Led,100.0,Sim,2100636,580886,7479660,-50.2119650749377,-22.7886576588258
5129679.0,22442553,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580967,7479509,-50.2111681417214,-22.7900177156123
5446765.0,22442554,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580957,7479484,-50.2112642621836,-22.7902440179711
5447723.0,22442555,PALMITAL,Led,100.0,Sim,2100636,580889,7479550,-50.211930139972,-22.7896511255398
5447724.0,22442556,PALMITAL,Led,100.0,Sim,2100636,580920,7479539,-50.21162756993261,-22.7897489943866
5129678.0,22442557,PALMITAL,Led,100.0,Sim,2100636,580954,7479526,-50.2112956698475,-22.7898647837996
5447725.0,22442558,PALMITAL,Led,100.0,Sim,2100636,581020,7479502,-50.2106514558914,-22.79007839126781
5447726.0,22442559,PALMITAL,Led,100.0,Sim,2100636,581058,7479488,-50.21028053449161,-22.7902030185088
5447992.0,22442560,PALMITAL,Led,100.0,Sim,2100636,581088,7479476,-50.20998765205199,-22.7903099652226
5447993.0,22442561,PALMITAL,Led,100.0,Sim,2100636,581124,7479463,-50.2096362654235,-22.7904256546001
5129677.0,22442562,PALMITAL,Led,100.0,Sim,2100636,580785,7479589,-50.21294531931071,-22.7893038472492
6188989.0,22442563,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580737,7479519,-50.213409302847,-22.7899384518432
6188990.0,22442564,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580750,7479552,-50.2132843678143,-22.7896397438985
5141374.0,22442565,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580197,7480934,-50.2187427386291,-22.7771828242167
6171140.0,22442566,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580133,7480988,-50.21936893931569,-22.7766981006441
6172393.0,22442567,PALMITAL,Led,40.0,Sim,2100636,580227,7480970,-50.21845235975789,-22.7768562105206
6172394.0,22442568,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580214,7480993,-50.21858017585021,-22.7766490749252
6172395.0,22442569,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580199,7481021,-50.2187277306281,-22.7763968702997
6172395.0,22442570,PALMITAL,Vapor Metálico,250.0,Não,2100636,580199,7481021,-50.2187277306281,-22.7763968702997
5447520.0,22442571,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580282,7480952,-50.2179156778502,-22.7770161772769
5141373.0,22442572,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580251,7480962,-50.2182181639515,-22.7769273282926
5448023.0,22442573,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580225,7480948,-50.2184707100211,-22.7770550287612
5707422.0,22442574,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580170,7480923,-50.21900518094219,-22.777283472979
5448035.0,22442575,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580147,7480908,-50.2192284538942,-22.7774200621211
5448036.0,22442576,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580119,7480893,-50.2195004325856,-22.7775568891765
6171138.0,22442577,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580162,7480940,-50.21908398310011,-22.7771302957599
6171139.0,22442578,PALMITAL,Led,40.0,Sim,2100636,580150,7480959,-50.2192018519319,-22.7769592434185
5129881.0,22442579,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580300,7480733,-50.2177290623346,-22.7789935127782
6472402.0,22442580,PALMITAL,Vapor de Sódio,70.0,Sim,2100636,580200,7480822,-50.2187077554711,-22.7781943609966
6171897.0,22442581,PALMITAL,Vapor de Sódio,70.0,Sim,2100636,580167,7480835,-50.2190298801494,-22.7780785073581
6171896.0,22442582,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580135,7480847,-50.21934221182699,-22.7779716382576
6171895.0,22442583,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580112,7480851,-50.2195664623283,-22.7779366026698
5445152.0,22442584,PALMITAL,Vapor de Sódio,70.0,Sim,2100636,580309,7480704,-50.2176398983403,-22.7792550356833
5677021.0,22442585,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580659,7480193,-50.21420405257351,-22.783854065856
5677020.0,22442586,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580685,7480184,-50.2139503079512,-22.78393411378759
6173204.0,22442587,PALMITAL,Vapor de Sódio,150.0,Sim,2100636,580668,7480066,-50.2141098070384,-22.785000804482
6173203.0,22442588,PALMITAL,Vapor de Sódio,150.0,Sim,2100636,580640,7480077,-50.21438314017159,-22.7849027866221
6173202.0,22442589,PALMITAL,Vapor de Sódio,150.0,Sim,2100636,580613,7480088,-50.214646731366,-22.7848047203297
6172881.0,22442590,PALMITAL,Vapor de Sódio,150.0,Sim,2100636,580584,7480099,-50.214929805305,-22.7847067494609
6188483.0,22442591,PALMITAL,Vapor de Sódio,150.0,Sim,2100636,580553,7480110,-50.2152323619509,-22.7846088739107
5453843.0,22442592,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580680,7480161,-50.21399782506559,-22.7841421090278
5453843.0,22442593,PALMITAL,Vapor Metálico,400.0,Não,2100636,580680,7480161,-50.21399782506559,-22.7841421090278
5453842.0,22442594,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580709,7480187,-50.2137166673354,-22.7839058632688
6171709.0,22442595,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580739,7480215,-50.21342587268331,-22.7836515033353
6171708.0,22442596,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580766,7480239,-50.2131640962495,-22.7834334183657
6171708.0,22442597,PALMITAL,Vapor de Sódio,400.0,Não,2100636,580766,7480239,-50.2131640962495,-22.7834334183657
6171705.0,22442598,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580790,7480261,-50.2129314413363,-22.7832335428221
6173208.0,22442599,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580802,7480261,-50.2128145439916,-22.7832329661326
5445348.0,22442600,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580613,7480100,-50.21464735194,-22.7846963262622
5453844.0,22442601,PALMITAL,Vapor de Sódio,250.0,Sim,2100636,580631,7480116,-50.21447283159319,-22.7845509376096
5129143.0,22442602,PALMITAL,Vapor de Sódio,150.0,Sim,2100636,580510,7480009,-50.21564603198059,-22.7855232506735
6172227.0,22442603,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580485,7479956,-50.2158868356786,-22.786003188352
6174163.0,22442604,PALMITAL,Vapor de Sódio,150.0,Sim,2100636,580522,7480012,-50.2155292875834,-22.7854955773981
6489397.0,22442605,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580589,7478211,-50.2147834431347,-22.8017604923672
6489392.0,22442606,PALMITAL,Vapor de Sódio,100.0,Sim,2100636,580571,7478226,-50.2149595889793,-22.801625863561
